Logged started on,25/03/2025 08:38:44
Feature,Pressure
Nodes,BLEPnP @900939

Date,HostTimestamp,NodeName,NodeTimestamp,RawData,Pressure (mBar)
25/03/2025 09:03:09.659,1465646,BLEPnP @900939,83042,8C8C0100,1015.16
25/03/2025 09:03:10.679,1466647,BLEPnP @900939,83142,898C0100,1015.13
25/03/2025 09:03:11.668,1467637,BLEPnP @900939,83242,8A8C0100,1015.14
25/03/2025 09:03:12.658,1468627,BLEPnP @900939,83342,8B8C0100,1015.15
25/03/2025 09:03:13.679,1469647,BLEPnP @900939,83442,898C0100,1015.13
25/03/2025 09:03:14.668,1470640,BLEPnP @900939,83542,888C0100,1015.12
25/03/2025 09:03:15.659,1471628,BLEPnP @900939,83642,878C0100,1015.11
25/03/2025 09:03:16.679,1472647,BLEPnP @900939,83742,848C0100,1015.08
25/03/2025 09:03:17.668,1473637,BLEPnP @900939,83842,868C0100,1015.1
25/03/2025 09:03:18.659,1474628,BLEPnP @900939,83942,858C0100,1015.09
25/03/2025 09:03:19.679,1475648,BLEPnP @900939,84042,818C0100,1015.05
25/03/2025 09:03:20.669,1476638,BLEPnP @900939,84142,848C0100,1015.08
25/03/2025 09:03:21.659,1477628,BLEPnP @900939,84242,7F8C0100,1015.03
25/03/2025 09:03:22.679,1478648,BLEPnP @900939,84342,878C0100,1015.11
25/03/2025 09:03:23.669,1479638,BLEPnP @900939,84442,868C0100,1015.1
25/03/2025 09:03:24.659,1480628,BLEPnP @900939,84542,8A8C0100,1015.14
25/03/2025 09:03:25.679,1481648,BLEPnP @900939,84642,888C0100,1015.12
25/03/2025 09:03:26.669,1482638,BLEPnP @900939,84742,868C0100,1015.1
25/03/2025 09:03:27.659,1483628,BLEPnP @900939,84842,888C0100,1015.12
25/03/2025 09:03:28.679,1484648,BLEPnP @900939,84942,8B8C0100,1015.15
25/03/2025 09:03:29.669,1485638,BLEPnP @900939,85042,8E8C0100,1015.18
25/03/2025 09:03:30.659,1486628,BLEPnP @900939,85142,888C0100,1015.12
25/03/2025 09:03:31.679,1487648,BLEPnP @900939,85242,8A8C0100,1015.14
25/03/2025 09:03:32.669,1488638,BLEPnP @900939,85342,868C0100,1015.1
25/03/2025 09:03:33.659,1489627,BLEPnP @900939,85442,868C0100,1015.1
25/03/2025 09:03:34.679,1490648,BLEPnP @900939,85542,858C0100,1015.09
25/03/2025 09:03:35.669,1491638,BLEPnP @900939,85642,8C8C0100,1015.16
25/03/2025 09:03:36.659,1492628,BLEPnP @900939,85742,8A8C0100,1015.14
25/03/2025 09:03:37.679,1493648,BLEPnP @900939,85842,8E8C0100,1015.18
25/03/2025 09:03:38.669,1494638,BLEPnP @900939,85942,918C0100,1015.21
25/03/2025 09:03:39.659,1495628,BLEPnP @900939,86042,8D8C0100,1015.17
25/03/2025 09:03:40.679,1496648,BLEPnP @900939,86142,8D8C0100,1015.17
25/03/2025 09:03:41.669,1497638,BLEPnP @900939,86242,8C8C0100,1015.16
25/03/2025 09:03:42.659,1498628,BLEPnP @900939,86342,8D8C0100,1015.17
25/03/2025 09:03:43.679,1499648,BLEPnP @900939,86442,8B8C0100,1015.15
25/03/2025 09:03:44.669,1500638,BLEPnP @900939,86542,8D8C0100,1015.17
25/03/2025 09:03:45.659,1501628,BLEPnP @900939,86642,8B8C0100,1015.15
25/03/2025 09:03:46.679,1502648,BLEPnP @900939,86742,8A8C0100,1015.14
