Logged started on,25/03/2025 08:38:44
Feature,Pressure
Nodes,BLEPnP @900939

Date,HostTimestamp,NodeName,NodeTimestamp,RawData,Pressure (mBar)
25/03/2025 09:52:32.899,4428887,BLEPnP @900939,379367,CE8C0100,1015.82
25/03/2025 09:52:33.889,4429858,BLEPnP @900939,379467,CE8C0100,1015.82
25/03/2025 09:52:34.879,4430848,BLEPnP @900939,379567,D28C0100,1015.86
25/03/2025 09:52:35.899,4431868,BLEPnP @900939,379667,CD8C0100,1015.81
25/03/2025 09:52:36.889,4432858,BLEPnP @900939,379767,CF8C0100,1015.83
25/03/2025 09:52:37.879,4433848,BLEPnP @900939,379867,D18C0100,1015.85
25/03/2025 09:52:38.899,4434868,BLEPnP @900939,379967,CD8C0100,1015.81
25/03/2025 09:52:39.889,4435858,BLEPnP @900939,380067,CE8C0100,1015.82
25/03/2025 09:52:40.879,4436848,BLEPnP @900939,380167,D38C0100,1015.87
25/03/2025 09:52:41.899,4437868,BLEPnP @900939,380267,D08C0100,1015.84
25/03/2025 09:52:42.889,4438858,BLEPnP @900939,380367,CF8C0100,1015.83
25/03/2025 09:52:43.879,4439848,BLEPnP @900939,380467,CB8C0100,1015.79
25/03/2025 09:52:44.899,4440868,BLEPnP @900939,380567,CF8C0100,1015.83
25/03/2025 09:52:45.889,4441858,BLEPnP @900939,380667,D68C0100,1015.9
25/03/2025 09:52:46.879,4442848,BLEPnP @900939,380767,CD8C0100,1015.81
25/03/2025 09:52:47.899,4443868,BLEPnP @900939,380867,D58C0100,1015.89
25/03/2025 09:52:48.889,4444858,BLEPnP @900939,380967,D58C0100,1015.89
25/03/2025 09:52:49.879,4445848,BLEPnP @900939,381067,D28C0100,1015.86
25/03/2025 09:52:50.899,4446868,BLEPnP @900939,381167,D58C0100,1015.89
25/03/2025 09:52:51.889,4447858,BLEPnP @900939,381267,D78C0100,1015.91
25/03/2025 09:52:52.879,4448849,BLEPnP @900939,381367,D88C0100,1015.92
25/03/2025 09:52:53.899,4449868,BLEPnP @900939,381467,DA8C0100,1015.94
25/03/2025 09:52:54.889,4450858,BLEPnP @900939,381567,DA8C0100,1015.94
25/03/2025 09:52:55.879,4451848,BLEPnP @900939,381667,DD8C0100,1015.97
25/03/2025 09:52:56.899,4452868,BLEPnP @900939,381767,DE8C0100,1015.98
25/03/2025 09:52:57.889,4453858,BLEPnP @900939,381867,DE8C0100,1015.98
25/03/2025 09:52:58.879,4454848,BLEPnP @900939,381967,D98C0100,1015.93
25/03/2025 09:52:59.899,4455868,BLEPnP @900939,382067,DE8C0100,1015.98
25/03/2025 09:53:00.889,4456858,BLEPnP @900939,382167,DB8C0100,1015.95
25/03/2025 09:53:01.879,4457848,BLEPnP @900939,382267,DB8C0100,1015.95
25/03/2025 09:53:02.899,4458868,BLEPnP @900939,382367,DC8C0100,1015.96
25/03/2025 09:53:03.889,4459858,BLEPnP @900939,382467,DF8C0100,1015.99
25/03/2025 09:53:04.879,4460848,BLEPnP @900939,382567,DD8C0100,1015.97
25/03/2025 09:53:05.899,4461868,BLEPnP @900939,382667,E28C0100,1016.02
25/03/2025 09:53:06.889,4462858,BLEPnP @900939,382767,E28C0100,1016.02
25/03/2025 09:53:07.879,4463848,BLEPnP @900939,382867,D88C0100,1015.92
25/03/2025 09:53:08.899,4464868,BLEPnP @900939,382967,D68C0100,1015.9
25/03/2025 09:53:09.889,4465858,BLEPnP @900939,383067,D58C0100,1015.89
25/03/2025 09:53:10.879,4466848,BLEPnP @900939,383167,D68C0100,1015.9
25/03/2025 09:53:11.899,4467868,BLEPnP @900939,383267,CE8C0100,1015.82
25/03/2025 09:53:12.889,4468858,BLEPnP @900939,383367,D58C0100,1015.89
25/03/2025 09:53:13.879,4469848,BLEPnP @900939,383467,D48C0100,1015.88
25/03/2025 09:53:14.899,4470868,BLEPnP @900939,383567,CE8C0100,1015.82
25/03/2025 09:53:15.889,4471858,BLEPnP @900939,383667,CE8C0100,1015.82
25/03/2025 09:53:16.879,4472848,BLEPnP @900939,383767,C98C0100,1015.77
25/03/2025 09:53:17.899,4473868,BLEPnP @900939,383867,C68C0100,1015.74
25/03/2025 09:53:18.889,4474858,BLEPnP @900939,383967,CA8C0100,1015.78
25/03/2025 09:53:19.879,4475848,BLEPnP @900939,384067,D38C0100,1015.87
25/03/2025 09:53:20.899,4476868,BLEPnP @900939,384167,CF8C0100,1015.83
25/03/2025 09:53:21.889,4477858,BLEPnP @900939,384267,D28C0100,1015.86
25/03/2025 09:53:22.879,4478848,BLEPnP @900939,384367,D18C0100,1015.85
25/03/2025 09:53:23.899,4479868,BLEPnP @900939,384467,D88C0100,1015.92
25/03/2025 09:53:24.889,4480858,BLEPnP @900939,384567,D38C0100,1015.87
25/03/2025 09:53:25.879,4481848,BLEPnP @900939,384667,D48C0100,1015.88
25/03/2025 09:53:26.899,4482868,BLEPnP @900939,384767,CE8C0100,1015.82
25/03/2025 09:53:27.889,4483858,BLEPnP @900939,384867,CD8C0100,1015.81
25/03/2025 09:53:28.879,4484848,BLEPnP @900939,384967,CD8C0100,1015.81
25/03/2025 09:53:29.899,4485868,BLEPnP @900939,385067,D18C0100,1015.85
25/03/2025 09:53:30.889,4486858,BLEPnP @900939,385167,CB8C0100,1015.79
25/03/2025 09:53:31.879,4487848,BLEPnP @900939,385267,CE8C0100,1015.82
25/03/2025 09:53:32.899,4488868,BLEPnP @900939,385367,D08C0100,1015.84
25/03/2025 09:53:33.889,4489858,BLEPnP @900939,385467,CD8C0100,1015.81
25/03/2025 09:53:34.879,4490848,BLEPnP @900939,385567,D18C0100,1015.85
25/03/2025 09:53:35.899,4491868,BLEPnP @900939,385667,D08C0100,1015.84
25/03/2025 09:53:36.889,4492858,BLEPnP @900939,385767,D38C0100,1015.87
25/03/2025 09:53:37.879,4493848,BLEPnP @900939,385867,CF8C0100,1015.83
25/03/2025 09:53:38.899,4494868,BLEPnP @900939,385967,D38C0100,1015.87
25/03/2025 09:53:39.889,4495858,BLEPnP @900939,386067,D58C0100,1015.89
25/03/2025 09:53:40.879,4496848,BLEPnP @900939,386167,D98C0100,1015.93
25/03/2025 09:53:41.899,4497868,BLEPnP @900939,386267,D68C0100,1015.9
25/03/2025 09:53:42.889,4498858,BLEPnP @900939,386367,D88C0100,1015.92
25/03/2025 09:53:43.879,4499848,BLEPnP @900939,386467,D08C0100,1015.84
25/03/2025 09:53:44.899,4500868,BLEPnP @900939,386567,D28C0100,1015.86
25/03/2025 09:53:45.889,4501858,BLEPnP @900939,386667,D48C0100,1015.88
25/03/2025 09:53:46.879,4502848,BLEPnP @900939,386767,DA8C0100,1015.94
25/03/2025 09:53:47.899,4503868,BLEPnP @900939,386867,D78C0100,1015.91
25/03/2025 09:53:48.889,4504858,BLEPnP @900939,386967,D88C0100,1015.92
25/03/2025 09:53:49.879,4505848,BLEPnP @900939,387067,D78C0100,1015.91
25/03/2025 09:53:50.899,4506868,BLEPnP @900939,387167,D68C0100,1015.9
25/03/2025 09:53:51.889,4507858,BLEPnP @900939,387267,D68C0100,1015.9
25/03/2025 09:53:52.879,4508848,BLEPnP @900939,387367,D18C0100,1015.85
25/03/2025 09:53:53.899,4509868,BLEPnP @900939,387467,DE8C0100,1015.98
25/03/2025 09:53:54.889,4510858,BLEPnP @900939,387567,DC8C0100,1015.96
25/03/2025 09:53:55.879,4511848,BLEPnP @900939,387667,DC8C0100,1015.96
25/03/2025 09:53:56.899,4512868,BLEPnP @900939,387767,D18C0100,1015.85
25/03/2025 09:53:57.889,4513858,BLEPnP @900939,387867,D78C0100,1015.91
